id,claim,label,true_label,content,similarity
146231,Juventus F.C. rejected their traditional black-and-white-striped home uniform in 1903.,REFUTES,False,"Juventus F.C.: The club is the second oldest of its kind still active in the country after Genoa 's football section -LRB- 1893 -RRB- , has traditionally worn a black and white striped home kit since 1903 and has played its home matches in several grounds , being the latest the 41,507-capacity Juventus Stadium .	Juventus Stadium	Juventus Stadium	club	List of football clubs in Italy	Genoa	Genoa C.F.C.",0.8276054859161377
184083,Ernest Medina participated in the My Lai Massacre.,SUPPORTS,True,"Ernest Medina: He was court martialed in 1971 for his role in the My Lai Massacre , but acquitted the same year .	My Lai Massacre	My Lai Massacre",0.8661079406738281
63502,Viola Davis appeared in Kate & Leopold as Darth Maul.,NOT ENOUGH INFO,False,"Viola Davis: She played supporting and minor roles in several films and television series in the late 1990s and early 2000s , including the films Kate & Leopold -LRB- 2001 -RRB- and Far from Heaven -LRB- 2002 -RRB- , and the television series Law & Order : Special Victims Unit .	Kate & Leopold	Kate & Leopold	Far from Heaven	Far from Heaven",0.848590075969696
226877,Jenna Jameson worked as a glamor model and a stripper.,SUPPORTS,True,Jenna Jameson: She started acting in erotic videos in 1993 after having worked as a stripper and glamor model .	stripper	Striptease	glamor model	Glamour photography,0.8698422312736511
227130,New Orleans Pelicans compete in the National Football Association.,REFUTES,False,New Orleans Pelicans: The Pelicans compete in the National Basketball Association -LRB- NBA -RRB- as a member club of the league 's Western Conference Southwest Division .	Western	Western Conference (NBA)	Southwest	Southwest Division (NBA)	National Basketball Association	National Basketball Association	Western Conference	Western Conference (NBA)	Southwest Division	Southwest Division (NBA),0.8541066646575928
150730,Caroline Kennedy is a Catholic.,NOT ENOUGH INFO,False,"Caroline Kennedy: Most of Kennedy 's professional life has spanned law and politics , as well as education reform and charitable work .",0.8333791494369507
134710,Starrcade was an annual professional wrestling event that began in 1988.,REFUTES,False,"Starrcade: Starrcade was an annual professional wrestling event , originally broadcast via closed-circuit television and eventually broadcast via pay-per-view television , held from 1983 to 2000 by the National Wrestling Alliance -LRB- NWA -RRB- and later World Championship Wrestling -LRB- WCW -RRB- .	professional wrestling	professional wrestling	National Wrestling Alliance	National Wrestling Alliance	World Championship Wrestling	World Championship Wrestling	closed-circuit television	closed-circuit television	pay-per-view	pay-per-view",0.8859158754348755
105310,Jack Falahee is a person who acts.,SUPPORTS,True,"Jack Falahee: Jack Ryan Falahee -LRB- born February 20 , 1989 -RRB- is an American actor .",0.9106982946395874
114567,Seohyun is a dog.,REFUTES,False,"Seohyun: Seo Ju-hyun -LRB- born June 28 , 1991 -RRB- , known professionally as Seohyun , is a South Korean singer and actress .",0.8498760461807251
71986,Steve Wozniak was born after the Apple II came out.,REFUTES,False,"Steve Wozniak: Stephen -LRB- or Stephan -RRB- Gary Wozniak -LRB- -LSB- ˈwɒzniæk -RSB- , born August 11 , 1950 -RRB- , nicknamed `` Woz '' , is an American inventor , electronics engineer , programmer , philanthropist , and technology entrepreneur who co-founded Apple Inc. .	electronics engineer	electronics engineer	programmer	programmer	philanthropist	philanthropist	entrepreneur	entrepreneur",0.8697198629379272
221085,A&E is a cable and satellite television network.,SUPPORTS,True,"A&E (TV channel): A&E -LRB- previously Arts & Entertainment Network -RRB- is an American cable and satellite television channel that serves as the flagship television property of A&E Networks , a joint venture between the Hearst Corporation and Disney -- ABC Television Group subsidiary of the Walt Disney Company -LRB- both of which maintain a 50 % ownership interest -RRB- .	A&E Networks	A&E Networks	Hearst Corporation	Hearst Corporation	cable	cable television	satellite television	satellite television	the Walt Disney Company	the Walt Disney Company",0.8847330808639526
71853,L.A. Reid has served as the president of a record label.,SUPPORTS,True,"L.A. Reid: Antonio Marquis `` L.A. '' Reid -LRB- born June 7 , 1956 -RRB- is an American music executive , musician , songwriter , record producer , author and former television music competition judge .	music competition	music competition	judge	adjudicator",0.8546113967895508
163980,Veeram is something other than an Indian Tamil film.,REFUTES,False,Veeram (2014 film): Veeram -LRB- Valour -RRB- is a 2014 Indian Tamil action film directed by Siva and produced by Vijaya Productions .	Siva	Siva (director)	Vijaya Productions	Vijaya Pictures	action film	action film,0.8515838980674744
185193,Home for the Holidays stars an American actress.,SUPPORTS,True,Home for the Holidays (1995 film): Home for the Holidays is a 1995 comedy-drama film directed by Jodie Foster and produced by Peggy Rajski and Foster .	Jodie Foster	Jodie Foster	comedy-drama	comedy-drama	film	film	directed	Film director,0.8503832817077637
39437,Taran Killam is an American writer.,SUPPORTS,True,"Taran Killam: Taran Hourie Killam -LRB- born April 1 , 1982 -RRB- is an American actor , comedian , and writer .",0.8869516849517822
34412,Jayasudha is an actor that stars in Daag.,REFUTES,False,"Daag (1973 film): The film was later remade into the Telugu film Vichitra Jeevitham -LRB- 1978 -RRB- starring Akkineni Nageswara Rao , Vanisri , and Jayasudha .	Telugu	Cinema of Andhra Pradesh	Vichitra Jeevitham	Vichitra Jeevitham	Akkineni Nageswara Rao	Akkineni Nageswara Rao	Vanisri	Vanisri	Jayasudha	Jayasudha",0.823658287525177
101555,XHamster's The Sex Factor forces eight men and eight women to battle to become a porn star.,NOT ENOUGH INFO,False,The Sex Factor: The Sex Factor is an online reality TV series produced by xHamster where eight men and eight women compete to become a porn star .	xHamster	xHamster	reality TV	reality TV	porn star	porn star,0.9286746978759766
150217,"John Dolmayan was born on July 15, 1873.",REFUTES,False,"John Dolmayan: John Hovig Dolmayan -LRB- Ջոն Դոլմայան , born July 15 , 1973 -RRB- is a Lebanese-born Armenian -- American songwriter and drummer .	American	American Recordings (US)",0.8906257748603821
202783,Despicable Me 2 was directed by a lake.,REFUTES,False,Despicable Me 2: Despicable Me 2 is a 2013 American 3D computer-animated comedy film and the sequel to the 2010 animated film Despicable Me .	3D	3D film	computer-animated	Computer animation	comedy film	comedy film	Despicable Me	Despicable Me,0.841650664806366
228344,Island Records is a music school.,NOT ENOUGH INFO,False,Island Records: Island Records is a British-American record label that operates as a division of Universal Music Group -LRB- UMG -RRB- .	Universal Music Group	Universal Music Group	record label	record label	division	Division (business),0.8594974875450134
80124,Sikkim is a part of the World Bank.,NOT ENOUGH INFO,False,Sikkim: Sikkim -LRB- -LSB- ˈsɪkᵻm -RSB- -RRB- is a northeastern state of India .	India	India	northeastern	Northeast India	state	Indian state,0.805422842502594
159944,Christa McAuliffe taught social studies at Concord High School.,SUPPORTS,True,Christa McAuliffe: She took a teaching position as a social studies teacher at Concord High School in New Hampshire in 1983 .	Concord High School	Concord High School (New Hampshire)	New Hampshire	New Hampshire,0.8708746433258057
56669,Ron Weasley is a President.,NOT ENOUGH INFO,False,Ron Weasley: Ron is present in most of the action throughout the series .,0.8202277421951294
80205,Reign Over Me was released in 2017.,REFUTES,False,"Reign Over Me: Distributed by Columbia Pictures , the film was released on March 23 , 2007 .	Columbia Pictures	Columbia Pictures",0.8631759881973267
43776,Colin Kaepernick is a poker player.,REFUTES,False,"Colin Kaepernick: Colin Rand Kaepernick -LRB- -LSB- ` kæpərnɪk -RSB- ; born November 3 , 1987 -RRB- is an American football quarterback who is currently a free agent .	American football	American football	quarterback	quarterback",0.8284152746200562
79538,Sheryl Lee has yet to appear in a film as of 2016.,REFUTES,False,"Sheryl Lee: From 2000 to 2009 , Lee only appeared in four films before having a supporting part in the drama Winter 's Bone -LRB- 2010 -RRB- .",0.844663143157959
172478,Matteo Renzi is German.,REFUTES,False,"Matteo Renzi: Moreover , Renzi is nicknamed il Rottamatore -LRB- the Scrapper -RRB- due to his ambition of renovating the Italian political establishment .",0.830407977104187
88464,The Road to El Dorado stars Tim Allen.,NOT ENOUGH INFO,False,The Road to El Dorado: The Road to El Dorado is a 2000 American animated adventure musical fantasy comedy film produced by DreamWorks Animation .	animated	animation	adventure	adventure film	musical	musical film	fantasy	fantasy film	comedy film	comedy film	DreamWorks Animation	DreamWorks Animation	El Dorado	El Dorado,0.8356610536575317
60977,The highest point of the Hindu Kush is Everest.,REFUTES,False,Hindu Kush: It forms the western section of the Hindu Kush Himalayan Region -LRB- HKH -RRB- .,0.8884426355361938
100584,Same Old Love is disassociated from Selena Gomez.,REFUTES,False,"Same Old Love: `` Same Old Love '' is a song by American singer Selena Gomez from her second studio album , Revival -LRB- 2015 -RRB- .	Selena Gomez	Selena Gomez	Revival	Revival (Selena Gomez album)",0.8915778398513794
32820,The heart beats at a resting rate close to 22 beats per minute.,REFUTES,False,Heart: The heart beats at a resting rate close to 72 beats per minute .	rate	heart rate,0.9360738396644592
215500,Weekly Idol is hosted by Yoo Jae Suk.,REFUTES,False,Weekly Idol: The show is hosted by comedian Jeong Hyeong-don and rapper Defconn .	Jeong Hyeong-don	Jeong Hyeong-don	Defconn	Defconn,0.870530903339386
26300,Heavy Metal music was developed in the early 1970's.,SUPPORTS,True,"Heavy metal music: Heavy metal -LRB- or simply metal -RRB- is a genre of rock music that developed in the late 1960s and early 1970s , largely in the United Kingdom and the United States .	United Kingdom	United Kingdom	United States	United States	rock music	rock music",0.9099751710891724
186996,Bermuda Triangle is also known by another name.,SUPPORTS,True,"Bermuda Triangle: The Bermuda Triangle , also known as the Devil 's Triangle , is a loosely-defined region in the western part of the North Atlantic Ocean , where a number of aircraft and ships are said to have disappeared under mysterious circumstances .	Atlantic Ocean	Atlantic Ocean	aircraft	aircraft	ships	Surface ship",0.8636966943740845
102702,Ashton Kutcher was directed by George Clooney.,NOT ENOUGH INFO,False,"Ashton Kutcher: , which was a box office hit .",0.8630598783493042
145446,Topman has clothing outlets in six Irish cities and towns.,SUPPORTS,True,Topshop: It has around 500 shops worldwide -- of which some 300 are in the UK -- plus online operations in a number of its markets .,0.8416663408279419
68084,Wales' population changed.,SUPPORTS,True,"Wales: It had a population in 2011 of 3,063,456 and has a total area of 20779 km2 .",0.8554612994194031
4713,Tool has won three Oscars.,REFUTES,False,"Tool (band): Tool has won three Grammy Awards , performed worldwide tours , and produced albums topping the charts in several countries .",0.8811380863189697
105419,Youtube is not a website.,REFUTES,False,"YouTube: YouTube is an American video-sharing website headquartered in San Bruno , California .	video-sharing	video hosting service",0.8492591381072998
10328,"Sidse Babett Knudsen graduated on November 22nd, 1968.",REFUTES,False,"Sidse Babett Knudsen: Sidse Babett Knudsen -LRB- -LSB- ˈsisə b̥ab̥ɛd̥ ˈkʰnusn̩ -RSB- ; born 22 November 1968 -RRB- is a Danish actress who works in theatre , television , and film .",0.8844930529594421
194904,Stripes had Conrad Dunn featured in it.,SUPPORTS,True,Conrad Dunn: He began his screen career with the role of Francis `` Psycho '' Soyer in Stripes -LRB- 1981 -RRB- .	Stripes	Stripes (film),0.886228084564209
